CMS Certification Number (CCN),Provider Name,Provider Address,City/Town,State,ZIP Code,Telephone Number,Provider SSA County Code,County/Parish,Ownership Type,Number of Certified Beds,Average Number of Residents per Day,Average Number of Residents per Day Footnote,Provider Type,Provider Resides in Hospital,Legal Business Name,Date First Approved to Provide Medicare and Medicaid Services,Chain Name,Chain ID,Number of Facilities in Chain,Chain Average Overall 5-star Rating,Chain Average Health Inspection Rating,Chain Average Staffing Rating,Chain Average QM Rating,Continuing Care Retirement Community,Special Focus Status,Abuse Icon,Most Recent Health Inspection More Than 2 Years Ago,Provider Changed Ownership in Last 12 Months,With a Resident and Family Council,Automatic Sprinkler Systems in All Required Areas,Overall Rating,Overall Rating Footnote,Health Inspection Rating,Health Inspection Rating Footnote,QM Rating,QM Rating Footnote,Long-Stay QM Rating,Long-Stay QM Rating Footnote,Short-Stay QM Rating,Short-Stay QM Rating Footnote,Staffing Rating,Staffing Rating Footnote,Reported Staffing Footnote,Physical Therapist Staffing Footnote,Reported Nurse Aide Staffing Hours per Resident per Day,Reported LPN Staffing Hours per Resident per Day,Reported RN Staffing Hours per Resident per Day,Reported Licensed Staffing Hours per Resident per Day,Reported Total Nurse Staffing Hours per Resident per Day,Total number of nurse staff hours per resident per day on the weekend,Registered Nurse hours per resident per day on the weekend,Reported Physical Therapist Staffing Hours per Resident Per Day,Total nursing staff turnover,Total nursing staff turnover footnote,Registered Nurse turnover,Registered Nurse turnover footnote,Number of administrators who have left the nursing home,Administrator turnover footnote,Nursing Case-Mix Index,Nursing Case-Mix Index Ratio,Case-Mix Nurse Aide Staffing Hours per Resident per Day,Case-Mix LPN Staffing Hours per Resident per Day,Case-Mix RN Staffing Hours per Resident per Day,Case-Mix Total Nurse Staffing Hours per Resident per Day,Case-Mix Weekend Total Nurse Staffing Hours per Resident per Day,Adjusted Nurse Aide Staffing Hours per Resident per Day,Adjusted LPN Staffing Hours per Resident per Day,Adjusted RN Staffing Hours per Resident per Day,Adjusted Total Nurse Staffing Hours per Resident per Day,Adjusted Weekend Total Nurse Staffing Hours per Resident per Day,Rating Cycle 1 Standard Survey Health Date,Rating Cycle 1 Total Number of Health Deficiencies,Rating Cycle 1 Number of Standard Health Deficiencies,Rating Cycle 1 Number of Complaint Health Deficiencies,Rating Cycle 1 Health Deficiency Score,Rating Cycle 1 Number of Health Revisits,Rating Cycle 1 Health Revisit Score,Rating Cycle 1 Total Health Score,Rating Cycle 2 Standard Health Survey Date,Rating Cycle 2/3 Total Number of Health Deficiencies,Rating Cycle 2 Number of Standard Health Deficiencies,Rating Cycle 2/3 Number of Complaint Health Deficiencies,Rating Cycle 2/3 Health Deficiency Score,Rating Cycle 2/3 Number of Health Revisits,Rating Cycle 2/3 Health Revisit Score,Rating Cycle 2/3 Total Health Score,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Citations from Infection Control Inspections,Number of Fines,Total Amount of Fines in Dollars,Number of Payment Denials,Total Number of Penalties,Location,Latitude,Longitude,Geocoding Footnote,Processing Date
465108,COPPER RIDGE HEALTH CARE,3706 WEST 9000 SOUTH,WEST JORDAN,UT,84088,8012802273,170,Salt Lake,For profit - Limited Liability company,120,83,,Medicare and Medicaid,N,BEAVER VALLEY HOSPITAL,1987-02-09,THE ENSIGN GROUP,507,303,3.2,2.9,2.6,4.1,N,,N,N,N,Resident,Yes,4,,3,,5,,5,,5,,4,,,,2.25585,0.51625,0.86291,1.37916,3.63501,3.21101,0.73486,0.20484,43.373,,25,,0,,1.35362,0.97984,2.25664,0.85065,0.66407,3.77136,3.33536,2.28966,0.52399,0.87584,3.68948,3.25912,2023-11-02,7,7,0,36,1,0,36,2022-01-12,6,6,0,40,1,0,40,37,0,0,0,0,0,0,0,"3706 WEST 9000 SOUTH,WEST JORDAN,UT,84088",40.5878,-111.98,,2025-09-01
465109,HOLLADAY HEALTHCARE CENTER,4782 SOUTH HOLLADAY BOULEVARD,SALT LAKE CITY,UT,84117,8012777002,170,Salt Lake,For profit - Limited Liability company,120,83.4,,Medicare and Medicaid,N,BEAVER VALLEY HOSPITAL,1987-02-13,THE ENSIGN GROUP,507,303,3.2,2.9,2.6,4.1,N,,N,N,N,Resident,Yes,3,,2,,5,,5,,5,,3,,,,2.37101,0.64725,0.70717,1.35442,3.72543,3.39811,0.6896,0.20354,43.529,,28.571,,0,,1.4728,1.0661,2.45531,0.92554,0.72253,4.10339,3.629,2.21181,0.60379,0.65969,3.47529,3.16994,2025-03-24,11,11,3,68,1,0,68,2023-09-08,7,3,5,36,1,0,36,60,2,2,,0,0,0,0,"4782 SOUTH HOLLADAY BOULEVARD,SALT LAKE CITY,UT,84117",40.6657,-111.82,,2025-09-01
465111,SANDY HEALTH AND REHAB,50 EAST 9000 SOUTH,SANDY,UT,84070,8015619839,170,Salt Lake,Government - Hospital district,141,92.9,,Medicare and Medicaid,N,BEAVER VALLEY HOSPITAL,1987-03-18,CASCADES HEALTHCARE,117,20,2.1,1.7,2.2,4,N,SFF Candidate,Y,Y,N,Resident,Yes,2,,1,,5,,4,,5,,1,,,,2.14924,0.50584,0.73557,1.24141,3.39065,3.01682,0.66001,0.05614,73.832,,60.87,,2,,1.6494,1.19394,2.74973,1.03653,0.80917,4.59542,4.06415,1.79026,0.42135,0.61271,2.82432,2.51293,2023-08-16,45,40,42,644,1,0,644,2021-10-19,19,17,2,140,1,0,140,518,27,10,,2,89797.5,1,3,"50 EAST 9000 SOUTH,SANDY,UT,84070",40.5881,-111.89,,2025-09-01
465112,MONUMENT HEALTHCARE BOUNTIFUL,460 WEST 2600 SOUTH,BOUNTIFUL,UT,84010,8012953135,50,Davis,For profit - Limited Liability company,100,56.6,,Medicare and Medicaid,N,MILFORD MEMORIAL HOSPITAL,1987-05-04,MONUMENT HEALTH GROUP,770,12,2.6,2.6,1,4.8,N,,N,N,N,Resident,Yes,3,,3,,5,,5,,5,,1,,,,1.93172,0.61335,1.01318,1.62652,3.55824,3.0594,0.66707,0.02461,,26,,26,2,,1.51715,1.09821,2.52925,0.95342,0.74429,4.22696,3.73829,1.74933,0.55544,0.91752,3.22229,2.77054,2024-12-18,6,6,0,56,1,0,56,2023-03-16,5,5,0,32,1,0,32,50,0,0,,3,23117.65,0,3,"460 WEST 2600 SOUTH,BOUNTIFUL,UT,84010",40.8616,-111.89,,2025-09-01
465115,THE TERRACE AT MT OGDEN,400 EAST 5350 SOUTH,OGDEN,UT,84405,8014799855,280,Weber,For profit - Corporation,120,84.2,,Medicare and Medicaid,N,BEAVER VALLEY HOSPITAL,1987-10-09,THE ENSIGN GROUP,507,303,3.2,2.9,2.6,4.1,N,,N,N,N,Resident,Yes,2,,2,,4,,4,,3,,3,,,,2.06831,0.51639,0.75137,1.26776,3.33607,2.92452,0.55919,0.11215,53.333,,57.895,,0,,1.30778,0.94666,2.18022,0.82185,0.64158,3.64365,3.22241,2.17288,0.5425,0.78936,3.50474,3.07238,2024-08-29,16,14,13,88,1,0,88,2022-12-15,7,6,1,40,1,0,40,76,2,1,,0,0,0,0,"400 EAST 5350 SOUTH,OGDEN,UT,84405",41.1667,-111.97,,2025-09-01
465116,ROCKY MOUNTAIN CARE - LOGAN,1480 NORTH 400 EAST,LOGAN,UT,84341,4357505501,20,Cache,Non profit - Other,120,63,,Medicare and Medicaid,N,BEAVER VALLEY HOSPITAL,1988-01-01,ROCKY MOUNTAIN CARE,455,7,2.7,2.1,3,4.3,N,,N,N,N,Resident,Yes,4,,3,,5,,5,,4,,4,,,,2.00643,0.69589,0.85276,1.54865,3.55509,3.12505,0.56451,0.12804,50,,22.222,,0,,1.35365,0.97986,2.25669,0.85067,0.66408,3.77144,3.33543,2.03646,0.7063,0.86552,3.60828,3.17181,2024-05-09,9,9,0,44,1,0,44,2022-09-15,5,4,2,28,1,0,28,40,0,2,,0,0,0,0,"1480 NORTH 400 EAST,LOGAN,UT,84341",41.7593,-111.82,,2025-09-01
465117,SOUTH OGDEN POST ACUTE,5540 SOUTH 1050 EAST,OGDEN,UT,84405,8014798455,280,Weber,For profit - Corporation,122,86.1,,Medicare and Medicaid,N,BEAVER VALLEY HOSPITAL,1987-12-16,CASCADES HEALTHCARE,117,20,2.1,1.7,2.2,4,N,SFF,N,N,N,Resident,Yes,,18,,18,,18,,18,,18,,18,,,1.99233,0.12138,1.27352,1.3949,3.38723,3.02136,0.99863,0.01828,70.103,,48.276,,0,,1.35234,0.97891,2.2545,0.84985,0.66344,3.76779,3.3322,2.0241,0.12331,1.29383,3.44124,3.06954,2025-03-20,9,9,1,48,1,0,48,2024-09-16,86,11,84,1679,1,0,1679,455.75,47,21,0,6,338168.8,3,9,"5540 SOUTH 1050 EAST,OGDEN,UT,84405",41.162,-111.95,,2025-09-01
465119,PROVO REHABILITATION AND NURSING,1001 NORTH 500 WEST,PROVO,UT,84604,8013779661,240,Utah,For profit - Corporation,220,109.1,,Medicare and Medicaid,N,BEAVER VALLEY HOSPITAL,1988-11-07,THE ENSIGN GROUP,507,303,3.2,2.9,2.6,4.1,N,,Y,N,N,Resident,Yes,2,,1,,5,,4,,5,,2,,,,2.44365,0.91867,0.79094,1.70961,4.15326,3.73945,0.57827,0.12064,54.335,,33.333,,0,,1.77518,1.28499,2.95942,1.11557,0.87088,4.94587,4.37409,1.89127,0.71101,0.61215,3.21443,2.89416,2024-10-21,8,8,2,52,1,0,52,2023-01-30,32,27,31,378,1,0,378,133.5,13,3,0,2,229757.5,1,3,"1001 NORTH 500 WEST,PROVO,UT,84604",40.2464,-111.67,,2025-09-01
465123,LOGAN REGIONAL HOSPITAL TRANSITIONAL CARE UNIT,1400 NORTH 500 EAST,LOGAN,UT,84341,4357165450,20,Cache,Non profit - Corporation,11,8.7,,Medicare,Y,IHC HEALTH SERVICES INC,1990-09-06,,,,,,,,N,,N,N,N,None,Yes,5,,5,,4,,,2,4,,5,,,,3.13087,0.90816,5.11224,6.02041,9.15128,7.66062,3.98274,0.17614,20,,18.182,,,26,1.30815,0.94692,2.18083,0.82208,0.64176,3.64466,3.22331,3.28825,0.95382,5.36923,9.6113,8.04571,2024-09-12,0,0,0,0,0,0,0,2023-01-03,1,1,0,4,1,0,4,1,0,0,,0,0,0,0,"1400 NORTH 500 EAST,LOGAN,UT,84341",41.757,-111.82,,2025-09-01
465124,MIDTOWN MANOR,125 SOUTH 900 WEST,SALT LAKE CITY,UT,84104,8013636340,170,Salt Lake,For profit - Corporation,82,77.7,,Medicare and Medicaid,N,MILFORD MEMORIAL HOSPITAL,1990-10-17,,,,,,,,N,,N,Y,N,Both,Yes,3,,2,,5,,5,,,2,3,,,,2.51212,0.28314,0.76609,1.04923,3.56135,2.84255,0.39947,0.12766,26.984,,15.385,,0,,1.74499,1.26313,2.90909,1.0966,0.85607,4.86175,4.29969,1.9779,0.22293,0.60317,2.80401,2.23807,2023-08-30,7,7,1,56,1,0,56,2021-10-28,13,13,0,68,1,0,68,59,1,0,,0,0,0,0,"125 SOUTH 900 WEST,SALT LAKE CITY,UT,84104",40.7669,-111.92,,2025-09-01
465125,ROCKY MOUNTAIN CARE - COTTAGE ON VINE,835 EAST VINE STREET,MURRAY,UT,84107,8016933800,170,Salt Lake,For profit - Individual,61,45.5,,Medicare and Medicaid,N,BEAVER VALLEY HOSPITAL,1991-05-30,ROCKY MOUNTAIN CARE,455,7,2.7,2.1,3,4.3,N,,N,N,N,Resident,Yes,1,,2,,1,,1,,,2,2,,,,1.86446,0.45999,0.92862,1.38861,3.25307,2.86079,0.60209,0.04475,90.805,,85.185,,4,,1.27621,0.9238,2.12758,0.80201,0.62609,3.55568,3.14461,2.00719,0.4952,0.99971,3.5021,3.07979,2025-03-06,14,14,0,80,1,0,80,2023-06-15,24,5,18,207,1,0,207,111.75,12,4,3,3,110769.35,1,4,"835 EAST VINE STREET,MURRAY,UT,84107",40.6454,-111.87,,2025-09-01
465129,PARKWAY HEALTH CENTER,55 SOUTH PROFESSIONAL WAY,PAYSON,UT,84651,8014659211,240,Utah,For profit - Corporation,76,49.1,,Medicare and Medicaid,N,CANYONLANDS HEALTH CARE SPECIAL SERVICE DISTRICT,1992-03-26,,,,,,,,N,,N,N,N,Both,Yes,1,,1,,3,,4,,2,,3,,,,1.95456,0.25383,1.24982,1.50366,3.45822,3.09153,0.8588,0.18975,62.963,,26.667,,0,,1.40783,1.01907,2.347,0.88472,0.69066,3.92238,3.46892,1.90747,0.24772,1.21971,3.3749,3.01704,2024-08-28,12,12,3,88,1,0,88,2022-10-03,40,34,17,312,1,0,312,144,1,23,6,4,63577.66,0,4,"55 SOUTH PROFESSIONAL WAY,PAYSON,UT,84651",40.0438,-111.71,,2025-09-01
465130,STONEHENGE OF SPRINGVILLE,909 WEST 450 SOUTH,SPRINGVILLE,UT,84663,8014891900,240,Utah,Government - Hospital district,50,37.5,,Medicare and Medicaid,N,KANE COUNTY HUMAN RESOURCE SPECIAL SERVICE DISTRICT,1992-09-11,STONEHENGE OF UTAH,613,7,4.6,4.1,4.4,4.3,N,,N,N,N,Resident,Yes,4,,4,,4,,4,,4,,4,,,,2.50678,0.34208,1.53633,1.87841,4.38519,3.76382,1.20744,0.14165,58.182,,64.286,,1,,1.39559,1.01021,2.3266,0.87703,0.68466,3.88828,3.43876,2.46783,0.33676,1.51246,4.31706,3.70535,2025-03-05,7,7,1,44,1,0,44,2023-05-17,0,0,0,0,0,0,0,33,0,0,,2,4938.44,0,2,"909 WEST 450 SOUTH,SPRINGVILLE,UT,84663",40.1607,-111.65,,2025-09-01
465137,RED CLIFFS HEALTH AND REHAB,1745 EAST 280 NORTH,ST GEORGE,UT,84790,4356287770,260,Washington,For profit - Limited Liability company,124,75,,Medicare and Medicaid,N,BEAVER VALLEY HOSPITAL,1993-12-22,CASCADES HEALTHCARE,117,20,2.1,1.7,2.2,4,N,SFF Candidate,Y,N,N,Resident,Yes,1,,1,,4,,4,,3,,1,,,,1.7413,0.83077,0.51579,1.34656,3.08785,2.62702,0.32902,0.01462,72.165,,73.333,,1,,1.40802,1.01921,2.34732,0.88484,0.69075,3.92291,3.46939,1.69911,0.81064,0.50329,3.01304,2.56338,2024-06-06,37,35,37,324,2,162,486,2022-07-21,19,12,7,136,1,0,136,398.5,9,21,,2,168584,1,3,"1745 EAST 280 NORTH,ST GEORGE,UT,84790",37.1132,-113.54,,2025-09-01
465139,MONUMENT HEALTHCARE MILLCREEK,1201 EAST 4500 SOUTH,SALT LAKE CITY,UT,84117,8012613664,170,Salt Lake,For profit - Limited Liability company,120,63.7,,Medicare and Medicaid,N,Legal Business Name Not Available,1994-06-15,LIFE CARE CENTERS OF AMERICA,311,195,3.4,2.9,3.2,4.4,N,,N,N,N,Resident,Yes,5,,4,,5,,5,,5,,2,,,,2.07712,0.66424,1.03728,1.70152,3.77864,3.33471,0.52263,0.09973,,26,,26,2,,1.47396,1.06695,2.45725,0.92628,0.7231,4.10663,3.63187,1.93613,0.61915,0.96687,3.52215,3.10835,2023-11-02,6,6,0,28,1,0,28,2021-12-28,2,0,2,8,0,0,8,23,1,0,,0,0,0,0,"1201 EAST 4500 SOUTH,SALT LAKE CITY,UT,84117",40.6743,-111.86,,2025-09-01
465143,CEDAR HEALTH AND REHABILITATION,411 WEST 1325 NORTH,CEDAR CITY,UT,84721,4355866481,100,Iron,For profit - Corporation,120,68.7,,Medicare and Medicaid,N,BEAVER VALLEY HOSPITAL,1996-09-18,THE ENSIGN GROUP,507,303,3.2,2.9,2.6,4.1,N,,N,Y,N,Resident,Yes,4,,4,,3,,3,,2,,3,,,,2.24822,0.88836,0.67709,1.56545,3.81367,3.27264,0.46875,0.13684,44.944,,38.462,,0,,1.42402,1.0308,2.37401,0.8949,0.69861,3.96751,3.50883,2.1691,0.85709,0.65326,3.67945,3.15746,2023-07-13,8,8,0,40,1,0,40,2021-08-19,2,2,0,12,1,0,12,33,0,0,,0,0,0,0,"411 WEST 1325 NORTH,CEDAR CITY,UT,84721",37.7011,-113.07,,2025-09-01
465144,SEASONS HEALTHCARE AND REHABILITATION,242 NORTH 200 WEST,ST GEORGE,UT,84770,4356281601,260,Washington,For profit - Limited Liability company,53,46.9,,Medicare and Medicaid,N,CANYONLANDS HEALTH CARE SPECIAL SERVICE DISTRICT,1996-10-25,,,,,,,,N,,N,N,N,Resident,Yes,3,,4,,3,,1,,5,,1,,,,2.26039,0.45847,0.91805,1.37652,3.63691,3.04605,0.64929,0.12121,,26,,26,,26,1.54055,1.11515,2.56827,0.96813,0.75577,4.29217,3.79596,2.01588,0.40887,0.81875,3.2435,2.71655,2024-07-17,4,4,0,28,1,0,28,2023-01-25,8,8,0,40,1,0,40,31,0,0,,0,0,0,0,"242 NORTH 200 WEST,ST GEORGE,UT,84770",37.1123,-113.59,,2025-09-01
465146,MONUMENT HEALTHCARE SOUTH SALT LAKE,2472 SOUTH 300 EAST,SALT LAKE CITY,UT,84115,8014662211,170,Salt Lake,For profit - Corporation,140,115.6,,Medicare and Medicaid,N,GUNNISON VALLEY HOSPITAL,1997-05-06,MONUMENT HEALTH GROUP,770,12,2.6,2.6,1,4.8,N,,N,N,N,Resident,Yes,2,,2,,5,,4,,5,,1,24,,,1.08759,0.16401,0.4847,0.64871,1.7363,1.51325,0.34514,0.03113,58.763,,60,,0,,1.38857,1.00513,2.3149,0.87261,0.68121,3.86872,3.42147,1.07611,0.16228,0.47958,1.71797,1.49728,2024-01-25,9,9,1,60,1,0,60,2022-03-21,28,28,0,256,1,0,256,109,0,1,0,1,18390.72,0,1,"2472 SOUTH 300 EAST,SALT LAKE CITY,UT,84115",40.717,-111.88,,2025-09-01
465147,ROCKY MOUNTAIN CARE - THE LODGE,544 EAST 1200 SOUTH,HEBER CITY,UT,84032,4356545500,250,Wasatch,Non profit - Corporation,92,81.1,,Medicare and Medicaid,N,BEAVER VALLEY HOSPITAL,1998-01-08,ROCKY MOUNTAIN CARE,455,7,2.7,2.1,3,4.3,N,,N,N,N,Resident,Yes,3,,3,,4,,2,,5,,3,,,,2.17515,0.46571,0.9921,1.45781,3.63295,3.24874,0.83249,0.07183,56.098,,56.522,,1,,1.47516,1.06782,2.45926,0.92703,0.7237,4.10999,3.63484,2.02584,0.43374,0.924,3.38358,3.02574,2024-03-29,4,2,3,16,1,0,16,2022-01-13,11,5,6,143,1,0,143,47.75,5,8,0,4,40786.35,1,5,"544 EAST 1200 SOUTH,HEBER CITY,UT,84032",40.4928,-111.4,,2025-09-01
465150,WILLIAM E CHRISTOFFERSEN SALT LAKE VETERANS HOME,700 SOUTH FOOTHILL DRIVE,SALT LAKE CITY,UT,84113,8015841900,170,Salt Lake,For profit - Limited Liability company,81,73,,Medicare and Medicaid,N,AVALON CARE CENTER - VA SALT LAKE II LLC,2000-09-21,AVALON HEALTH CARE,57,15,3.1,2.8,3.8,3.8,N,,N,N,N,Resident,Yes,5,,4,,4,,4,,,2,5,,,,2.50048,0.26599,1.61465,1.88065,4.38112,3.97369,1.4262,0.06218,41.667,,32,,0,,1.2286,0.88934,2.04822,0.77209,0.60274,3.42304,3.02731,2.7962,0.29745,1.80561,4.89926,4.44364,2024-02-28,5,5,0,20,1,0,20,2022-06-09,3,3,0,16,1,0,16,19,0,0,,0,0,0,0,"700 SOUTH FOOTHILL DRIVE,SALT LAKE CITY,UT,84113",40.7549,-111.83,,2025-09-01
465152,BELLA TERRA ST GEORGE,178 SOUTH 1200 EAST,ST GEORGE,UT,84790,4356881207,260,Washington,For profit - Limited Liability company,180,61.1,,Medicare and Medicaid,N,BEAVER VALLEY HOSPITAL,2001-06-07,BEAVER VALLEY HOSPITAL,747,5,2.6,2,1.6,5,N,SFF Candidate,Y,N,N,Resident,Yes,2,,1,,5,,5,,,2,2,,,,1.70271,0.62661,0.79126,1.41787,3.12058,2.81357,0.63477,0.00439,59.016,,50,,2,,1.4105,1.02101,2.35146,0.8864,0.69197,3.92983,3.47551,1.65853,0.61035,0.77073,3.03961,2.74057,2024-11-13,56,56,56,631,1,0,631,2023-06-28,8,6,8,64,1,0,64,489.25,10,24,,3,40029.39,0,3,"178 SOUTH 1200 EAST,ST GEORGE,UT,84790",37.105,-113.56,,2025-09-01
465153,STONEHENGE OF CEDAR CITY,333 WEST 1425 NORTH,CEDAR CITY,UT,84721,4352671700,100,Iron,For profit - Corporation,50,40.1,,Medicare and Medicaid,N,KANE COUNTY HUMAN RESOURCE SPECIAL SERVICE DISTRICT,2003-05-01,STONEHENGE OF UTAH,613,7,4.6,4.1,4.4,4.3,N,,N,N,N,Resident,Yes,5,,4,,5,,4,,5,,5,,,,2.4862,0.61825,1.06238,1.68063,4.16683,3.69544,0.47554,0.13243,48.571,,16.667,,0,,1.24781,0.90324,2.08023,0.78416,0.61216,3.47654,3.07462,2.73745,0.68073,1.16974,4.58792,4.06889,2023-11-30,2,1,1,8,1,0,8,2021-12-01,8,8,0,44,1,0,44,17,0,1,,0,0,0,0,"333 WEST 1425 NORTH,CEDAR CITY,UT,84721",37.703,-113.07,,2025-09-01
465155,PINE VIEW TRANSITIONAL REHAB,1497 EAST SKYLINE DRIVE,OGDEN,UT,84405,8016891600,280,Weber,For profit - Limited Liability company,30,28,,Medicare,N,AHC OGDEN LLC,2004-03-08,ADVANCED HEALTH CARE,11,26,4.7,4.1,4.2,4.7,N,,N,N,N,None,Yes,5,,5,,5,,,2,5,,5,,,,3.42712,0.53479,1.8577,2.39249,5.81961,4.92176,1.17592,0.17392,40.741,,33.333,,0,,1.71677,1.2427,2.86204,1.07886,0.84222,4.78313,4.23016,2.74268,0.42798,1.4867,4.65736,3.93882,2025-04-16,3,3,1,12,1,0,12,2023-08-16,0,0,0,0,0,0,0,9,0,0,,0,0,0,0,"1497 EAST SKYLINE DRIVE,OGDEN,UT,84405",41.1515,-111.94,,2025-09-01
465156,SANDSTONE BOUNTIFUL,523 NORTH MAIN STREET,BOUNTIFUL,UT,84010,8019512273,50,Davis,Government - Hospital district,122,62.5,,Medicare and Medicaid,Y,GUNNISON VALLEY HOSPITAL,2004-07-16,MONUMENT HEALTH GROUP,770,12,2.6,2.6,1,4.8,N,,N,N,N,Resident,Yes,4,,4,,5,,5,,5,,1,24,,,1.08538,0.22516,0.59745,0.82262,1.908,1.74247,0.40252,0.02335,70.886,,61.905,,0,,1.41433,1.02378,2.35784,0.8888,0.69385,3.9405,3.48494,1.05436,0.21873,0.58038,1.85347,1.69267,2024-04-29,4,4,0,20,1,0,20,2022-07-11,3,0,3,28,0,0,28,22,2,1,,0,0,0,0,"523 NORTH MAIN STREET,BOUNTIFUL,UT,84010",40.8949,-111.88,,2025-09-01
465157,MILLARD COUNTY CARE AND REHABILITATION,150 SOUTH WHITE SAGE AVENUE,DELTA,UT,84624,4358642944,130,Millard,Government - County,60,51.2,,Medicare and Medicaid,N,MILLARD COUNTY CARE & REHABILITATION INC,2004-05-20,,,,,,,,N,,N,N,N,Resident,Yes,3,,2,,5,,3,,5,,2,,,,1.98516,0.24542,0.86394,1.10936,3.09452,3.11587,0.69985,0.08033,87.234,,90,,3,,1.19741,0.86676,1.99621,0.75248,0.58743,3.33612,2.95044,2.27778,0.28159,0.99129,3.55066,3.57516,2024-02-07,19,19,0,128,1,0,128,2022-05-05,8,8,0,44,1,0,44,107,0,0,,1,19656,0,1,"150 SOUTH WHITE SAGE AVENUE,DELTA,UT,84624",39.352,-112.56,,2025-09-01
465158,MEADOW BROOK REHABILITATION AND NURSING,433 EAST 2700 SOUTH,SALT LAKE CITY,UT,84115,8014872248,170,Salt Lake,Government - Hospital district,41,36.9,,Medicare and Medicaid,N,BEAVER VALLEY HOSPITAL,2004-05-17,CASCADES HEALTHCARE,117,20,2.1,1.7,2.2,4,N,SFF Candidate,Y,N,N,Resident,Yes,1,,1,,3,,3,,,2,2,,,,1.80248,0.18046,1.12474,1.30521,3.10768,2.73811,0.88802,0.00978,81.818,,63.636,,0,,1.56968,1.13623,2.61683,0.98643,0.77006,4.37333,3.86773,1.57767,0.15796,0.98446,2.72009,2.39661,2024-02-22,43,42,43,484,1,0,484,2022-05-25,4,4,0,24,1,0,24,369,11,8,,1,31330,1,2,"433 EAST 2700 SOUTH,SALT LAKE CITY,UT,84115",40.7127,-111.88,,2025-09-01
465159,ASPEN RIDGE TRANSITIONAL REHAB,963 EAST 6600 SOUTH,MURRAY,UT,84121,8017133100,170,Salt Lake,For profit - Limited Liability company,38,36.9,,Medicare,N,AHC OF MURRAY LLC,2004-10-27,ADVANCED HEALTH CARE,11,26,4.7,4.1,4.2,4.7,N,,N,N,N,None,Yes,5,,5,,5,,,2,5,,5,,,,3.67415,0.02361,2.14596,2.16957,5.84371,4.93137,1.52726,0.24962,29.091,,26.316,,0,,1.81492,1.31375,3.02567,1.14054,0.89037,5.05659,4.47201,2.78136,0.01787,1.6245,4.42373,3.73308,2025-01-16,3,3,0,12,1,0,12,2023-06-01,0,0,0,0,0,0,0,9,0,0,,0,0,0,0,"963 EAST 6600 SOUTH,MURRAY,UT,84121",40.6315,-111.87,,2025-09-01
465160,CORAL DESERT REHABILITATION AND CARE,"1490 EAST FOREMASTER DRIVE, BUILDING B",ST GEORGE,UT,84790,4356745195,260,Washington,For profit - Corporation,60,46.3,,Medicare and Medicaid,N,RED CLIFFS HEALTHCARE INC,2005-02-03,THE ENSIGN GROUP,507,303,3.2,2.9,2.6,4.1,N,,N,N,N,None,Yes,5,,4,,5,,,2,5,,3,,,,2.62642,1.20321,1.12785,2.33106,4.95748,4.47811,0.64865,0.33535,67.045,,61.538,,0,,1.94167,1.40551,3.23699,1.2202,0.95256,5.40975,4.78433,1.85843,0.85138,0.79805,3.50786,3.16866,2024-11-21,2,2,0,8,1,0,8,2022-12-15,11,11,0,60,1,0,60,21,0,0,,0,0,0,0,"1490 EAST FOREMASTER DRIVE, BUILDING B,ST GEORGE,UT,84790",37.0803,-113.58,22,2025-09-01
465163,MONUMENT HEALTHCARE NORTH PARK,350 SOUTH 400 EAST,BOUNTIFUL,UT,84010,3853997800,50,Davis,For profit - Limited Liability company,102,38.3,,Medicare and Medicaid,N,GUNNISON VALLEY HOSPITAL,2006-11-16,MONUMENT HEALTH GROUP,770,12,2.6,2.6,1,4.8,N,,N,N,N,Resident,Yes,2,,1,,5,,5,,5,,1,24,,,1.12729,0.30889,0.56184,0.87073,1.99802,1.71882,0.42349,0.06288,53.191,,64.286,,1,,1.32809,0.96135,2.21406,0.8346,0.65154,3.70021,3.27243,1.16618,0.31955,0.58122,2.06695,1.77812,2025-02-06,26,26,1,301,1,0,301,2024-01-11,12,8,5,261,1,0,261,291,1,2,,2,66861,0,2,"350 SOUTH 400 EAST,BOUNTIFUL,UT,84010",40.8857,-111.87,,2025-09-01
465165,MSM BRIGHAM CITY LLC,1010 SOUTH MEDICAL DRIVE,BRIGHAM,UT,84302,4353105800,10,Box Elder,For profit - Limited Liability company,41,37.3,,Medicare and Medicaid,N,GUNNISON VALLEY HOSPITAL,2008-01-28,MISSION HEALTH SERVICES,355,5,2.6,2.2,3.2,3.6,Y,,Y,N,N,Resident,Yes,2,,1,,5,,5,,4,,3,,,,2.37895,0.08665,1.20342,1.29007,3.66902,3.40228,0.93845,0.15642,68.919,,75,,1,,1.33847,0.96887,2.23137,0.84113,0.65663,3.72914,3.29802,2.44194,0.08894,1.23528,3.76616,3.49237,2023-12-18,13,13,3,84,1,0,84,2022-03-02,21,21,0,353,1,0,353,151.25,1,2,,1,40565.2,1,2,"1010 SOUTH MEDICAL DRIVE,BRIGHAM,UT,84302",41.4916,-112.02,,2025-09-01
